transaction_id,amount,payment_method,failure_reason,previous_attempts,customer_successful_payments,customer_failed_payments,hours_since_failure,recovery_probability_true,recovered,recovery_status
TXN100638,4184.07,Wallet,insufficient_funds,2,14,1,29.2,0.219,0,Unrecovered
TXN100639,5783.18,Wallet,card_declined,0,0,4,43.0,0.25,0,Unrecovered
TXN100640,496.07,Card,insufficient_funds,3,16,1,7.8,0.246,0,Unrecovered
TXN100641,4966.09,NetBanking,authentication_failed,1,1,4,1.3,0.129,0,Unrecovered
TXN100642,3328.64,Card,card_declined,0,19,0,65.5,0.55,0,Unrecovered
TXN100643,5046.29,Card,network_error,0,5,1,19.5,0.702,0,Unrecovered
TXN100644,1971.6,UPI,network_error,0,7,1,59.0,0.63,0,Unrecovered
TXN100645,13379.69,NetBanking,authentication_failed,0,15,3,72.0,0.175,1,Recovered
TXN100646,8984.76,UPI,insufficient_funds,0,18,4,15.3,0.374,0,Unrecovered
TXN100647,10250.39,NetBanking,network_error,0,0,4,19.2,0.504,0,Unrecovered
TXN100648,11879.52,NetBanking,insufficient_funds,1,2,1,47.8,0.05,0,Unrecovered
TXN100649,7576.44,Card,network_error,1,2,0,69.5,0.5,0,Unrecovered
TXN100650,1485.51,UPI,network_error,1,4,0,65.9,0.53,1,Recovered
TXN100651,8148.71,UPI,insufficient_funds,1,11,5,36.3,0.128,0,Unrecovered
TXN100652,8884.84,UPI,upi_timeout,0,11,0,57.3,0.715,1,Recovered
TXN100653,11232.25,UPI,network_error,0,19,4,9.9,0.75,0,Unrecovered
TXN100654,6587.99,UPI,card_declined,1,12,3,70.4,0.375,0,Unrecovered
TXN100655,2087.32,Wallet,authentication_failed,1,19,1,69.4,0.195,0,Unrecovered
TXN100656,4399.17,Card,upi_timeout,0,8,2,11.9,0.76,1,Recovered
TXN100657,5572.98,UPI,insufficient_funds,2,6,3,21.6,0.097,0,Unrecovered
TXN100658,9759.22,UPI,upi_timeout,2,3,2,7.3,0.548,1,Recovered
TXN100659,8647.09,UPI,bank_timeout,1,18,3,19.6,0.697,1,Recovered
TXN100660,5469.59,Card,bank_timeout,0,18,0,58.8,0.75,1,Recovered
TXN100661,14800.41,Card,network_error,2,5,4,27.3,0.378,0,Unrecovered
TXN100662,9165.07,Wallet,network_error,1,12,2,6.5,0.768,0,Unrecovered
TXN100663,3710.19,Card,card_declined,2,10,3,24.7,0.341,1,Recovered
TXN100664,1705.48,Wallet,authentication_failed,2,12,4,70.7,0.05,0,Unrecovered
TXN100665,2461.47,NetBanking,upi_timeout,2,12,2,45.4,0.52,1,Recovered
TXN100666,3839.42,UPI,bank_timeout,1,19,1,30.0,0.695,1,Recovered
TXN100667,2577.25,Wallet,network_error,0,14,3,12.1,0.814,1,Recovered
TXN100668,2960.38,UPI,authentication_failed,1,12,1,71.0,0.175,0,Unrecovered
TXN100669,4418.69,NetBanking,upi_timeout,1,10,0,59.1,0.62,1,Recovered
TXN100670,2765.1,UPI,network_error,1,18,1,20.3,0.743,0,Unrecovered
TXN100671,13472.03,NetBanking,network_error,0,7,1,5.1,0.754,1,Recovered
TXN100672,1386.54,NetBanking,bank_timeout,0,19,5,4.2,0.804,1,Recovered
TXN100673,7962.29,NetBanking,bank_timeout,2,7,3,8.8,0.576,1,Recovered
TXN100674,6273.28,NetBanking,network_error,1,9,0,41.9,0.605,0,Unrecovered
TXN100675,14739.19,UPI,insufficient_funds,2,15,1,66.9,0.115,0,Unrecovered
TXN100676,1857.29,UPI,network_error,2,18,4,35.8,0.511,0,Unrecovered
TXN100677,6087.66,UPI,authentication_failed,1,10,2,60.7,0.12,0,Unrecovered
TXN100678,14548.13,UPI,network_error,1,12,1,32.2,0.614,1,Recovered
TXN100679,13009.37,Card,card_declined,2,8,0,51.0,0.26,1,Recovered
TXN100680,12292.48,UPI,card_declined,1,19,1,52.7,0.395,1,Recovered
TXN100681,4016.22,Wallet,card_declined,1,18,2,12.6,0.557,1,Recovered
TXN100682,2728.31,Card,insufficient_funds,0,15,0,26.1,0.42,1,Recovered
TXN100683,10095.59,NetBanking,insufficient_funds,1,6,3,45.9,0.05,0,Unrecovered
TXN100684,13954.69,UPI,network_error,1,18,0,5.2,0.794,1,Recovered
TXN100685,8439.65,NetBanking,card_declined,0,11,3,26.1,0.51,0,Unrecovered
TXN100686,8659.44,Wallet,insufficient_funds,0,14,0,38.6,0.357,0,Unrecovered
TXN100687,4342.97,Card,bank_timeout,0,13,2,71.7,0.695,0,Unrecovered
TXN100688,11588.26,Card,network_error,0,10,2,34.2,0.629,1,Recovered
TXN100689,2967.43,NetBanking,authentication_failed,0,9,0,58.8,0.235,0,Unrecovered
TXN100690,4989.78,UPI,upi_timeout,0,10,1,31.2,0.719,0,Unrecovered
TXN100691,6495.88,Card,network_error,2,5,2,57.4,0.415,1,Recovered
TXN100692,7712.14,UPI,upi_timeout,1,1,3,42.9,0.41,0,Unrecovered
TXN100693,3786.91,UPI,card_declined,0,10,3,63.8,0.425,0,Unrecovered
TXN100694,1898.7,UPI,upi_timeout,0,18,4,29.6,0.702,1,Recovered
TXN100695,9236.79,UPI,card_declined,1,5,5,43.5,0.22,0,Unrecovered
TXN100696,4471.02,UPI,bank_timeout,0,13,5,45.4,0.62,0,Unrecovered
TXN100697,8801.91,UPI,upi_timeout,2,19,5,30.1,0.514,0,Unrecovered
TXN100698,2483.72,Wallet,network_error,1,5,3,10.5,0.618,1,Recovered
TXN100699,7320.35,Card,card_declined,2,16,4,6.8,0.456,0,Unrecovered
TXN100700,8081.86,Wallet,network_error,0,9,5,1.3,0.754,1,Recovered
TXN100701,966.04,UPI,insufficient_funds,1,0,5,62.9,0.05,0,Unrecovered
TXN100702,5181.08,UPI,card_declined,0,2,0,17.1,0.495,0,Unrecovered
TXN100703,2188.47,Card,upi_timeout,3,7,0,15.3,0.538,1,Recovered
TXN100704,1137.01,UPI,card_declined,1,7,0,53.0,0.375,0,Unrecovered
TXN100705,14851.4,UPI,network_error,0,19,1,23.1,0.759,1,Recovered
TXN100706,4970.16,Card,bank_timeout,0,14,5,36.5,0.642,1,Recovered
TXN100707,12185.95,UPI,card_declined,0,6,1,11.8,0.506,1,Recovered
TXN100708,3967.94,Card,upi_timeout,1,10,4,69.1,0.52,0,Unrecovered
TXN100709,10285.92,Card,insufficient_funds,0,6,3,61.3,0.115,1,Recovered
TXN100710,11451.13,UPI,authentication_failed,1,3,5,62.2,0.05,0,Unrecovered
TXN100711,9015.05,UPI,bank_timeout,0,11,3,29.3,0.694,1,Recovered
TXN100712,7178.8,NetBanking,insufficient_funds,1,5,0,54.9,0.145,0,Unrecovered
TXN100713,6294.66,Card,card_declined,2,13,5,10.4,0.408,1,Recovered
TXN100714,5362.6,UPI,network_error,2,11,2,0.7,0.702,1,Recovered
TXN100715,13956.96,Wallet,network_error,2,10,1,1.5,0.658,0,Unrecovered
TXN100716,12493.0,UPI,upi_timeout,0,18,1,42.3,0.675,1,Recovered
TXN100717,14482.36,Card,network_error,0,4,5,32.8,0.471,0,Unrecovered
TXN100718,2038.72,Wallet,bank_timeout,1,13,0,37.3,0.679,0,Unrecovered
TXN100719,11016.57,UPI,network_error,0,15,1,0.6,0.872,0,Unrecovered
TXN100720,14087.38,UPI,upi_timeout,0,12,0,30.5,0.727,1,Recovered
TXN100721,2881.43,UPI,authentication_failed,0,19,4,51.7,0.2,0,Unrecovered
TXN100722,1183.21,UPI,card_declined,0,3,3,31.9,0.361,0,Unrecovered
TXN100723,11168.33,UPI,card_declined,0,10,2,52.7,0.4,0,Unrecovered
TXN100724,8701.78,Card,network_error,2,16,3,16.9,0.63,1,Recovered
TXN100725,12658.91,UPI,insufficient_funds,0,6,3,58.6,0.115,0,Unrecovered
TXN100726,2267.77,Card,card_declined,1,13,4,42.4,0.365,1,Recovered
TXN100727,11969.75,Wallet,authentication_failed,0,10,1,15.3,0.299,0,Unrecovered
TXN100728,3183.29,NetBanking,network_error,1,8,2,17.1,0.654,1,Recovered
TXN100729,2621.27,Card,upi_timeout,0,12,1,45.3,0.705,1,Recovered
TXN100730,2630.3,UPI,authentication_failed,2,17,5,59.8,0.05,0,Unrecovered
TXN100731,12255.52,Card,network_error,2,10,3,30.0,0.465,1,Recovered
TXN100732,10044.58,Card,authentication_failed,0,14,5,18.7,0.231,0,Unrecovered
TXN100733,7940.89,UPI,card_declined,2,18,0,62.4,0.39,0,Unrecovered
TXN100734,5510.05,UPI,upi_timeout,3,0,3,48.2,0.235,0,Unrecovered
TXN100735,13182.45,NetBanking,network_error,2,3,1,32.3,0.398,1,Recovered
TXN100736,6007.58,UPI,bank_timeout,2,13,3,35.2,0.534,1,Recovered
TXN100737,12285.49,UPI,upi_timeout,0,13,0,14.8,0.821,1,Recovered
TXN100738,6698.64,UPI,bank_timeout,1,2,4,45.2,0.4,0,Unrecovered
TXN100739,5778.15,UPI,authentication_failed,0,16,5,25.9,0.246,0,Unrecovered
TXN100740,7047.12,NetBanking,insufficient_funds,0,2,5,71.7,0.055,0,Unrecovered
TXN100741,4659.69,Card,upi_timeout,3,15,1,34.6,0.512,0,Unrecovered
TXN100742,11264.37,NetBanking,authentication_failed,0,13,3,35.0,0.195,1,Recovered
TXN100743,7639.76,UPI,bank_timeout,1,19,1,40.8,0.645,1,Recovered
TXN100744,3635.98,UPI,card_declined,2,12,4,66.0,0.27,0,Unrecovered
TXN100745,13513.6,Card,card_declined,2,14,3,57.7,0.265,0,Unrecovered
TXN100746,5880.97,UPI,insufficient_funds,3,13,3,32.5,0.068,0,Unrecovered
TXN100747,8244.13,UPI,upi_timeout,0,18,1,51.8,0.725,1,Recovered
TXN100748,13615.69,NetBanking,upi_timeout,0,5,1,42.3,0.55,0,Unrecovered
TXN100749,9438.35,UPI,upi_timeout,0,9,0,35.5,0.708,0,Unrecovered
TXN100750,1929.21,Card,authentication_failed,0,14,4,13.9,0.33,0,Unrecovered
TXN100751,14109.46,UPI,insufficient_funds,0,19,0,33.5,0.333,0,Unrecovered
TXN100752,9489.71,UPI,upi_timeout,0,5,5,17.8,0.611,0,Unrecovered
TXN100753,5155.94,UPI,authentication_failed,2,9,3,65.9,0.05,0,Unrecovered
TXN100754,2260.37,Wallet,card_declined,1,6,1,24.2,0.414,0,Unrecovered
TXN100755,11951.37,NetBanking,bank_timeout,0,16,3,68.6,0.625,1,Recovered
TXN100756,9376.7,Wallet,authentication_failed,1,17,3,38.4,0.153,0,Unrecovered
TXN100757,8094.76,Card,card_declined,0,16,2,45.5,0.5,0,Unrecovered
TXN100758,13429.5,UPI,card_declined,0,8,5,39.1,0.3,0,Unrecovered
TXN100759,11871.03,Card,bank_timeout,2,9,2,9.4,0.578,1,Recovered
TXN100760,2443.94,Card,card_declined,1,9,3,27.1,0.395,1,Recovered
TXN100761,4812.8,NetBanking,insufficient_funds,2,6,1,7.2,0.219,0,Unrecovered
TXN100762,3876.89,UPI,bank_timeout,0,15,3,44.9,0.675,1,Recovered
TXN100763,11210.15,Card,card_declined,2,17,5,32.2,0.254,0,Unrecovered
TXN100764,695.31,UPI,network_error,1,5,2,56.0,0.495,1,Recovered
TXN100765,8633.94,UPI,authentication_failed,1,19,1,16.0,0.315,1,Recovered
TXN100766,11484.15,Card,card_declined,1,0,3,11.9,0.286,0,Unrecovered
TXN100767,13176.01,Card,insufficient_funds,2,0,4,29.3,0.05,0,Unrecovered
TXN100768,5262.15,UPI,upi_timeout,1,11,5,66.7,0.51,0,Unrecovered
TXN100769,12354.43,UPI,card_declined,1,1,5,51.2,0.11,0,Unrecovered
TXN100770,1836.46,Card,upi_timeout,3,3,4,30.2,0.304,0,Unrecovered
TXN100771,12727.34,NetBanking,network_error,2,16,3,37.3,0.478,0,Unrecovered
TXN100772,2085.96,NetBanking,card_declined,0,3,5,6.2,0.439,0,Unrecovered
TXN100773,6079.25,Wallet,bank_timeout,1,10,1,70.9,0.595,1,Recovered
TXN100774,11999.77,NetBanking,upi_timeout,0,3,3,48.0,0.47,1,Recovered
TXN100775,2417.93,UPI,network_error,0,0,3,20.6,0.572,0,Unrecovered
TXN100776,3592.15,Card,bank_timeout,1,6,2,42.2,0.51,1,Recovered
TXN100777,10889.06,UPI,bank_timeout,2,17,5,8.0,0.575,0,Unrecovered
TXN100778,10856.26,UPI,bank_timeout,2,8,5,69.5,0.335,0,Unrecovered
TXN100779,9688.63,NetBanking,bank_timeout,0,2,4,12.7,0.616,1,Recovered
TXN100780,10470.13,UPI,card_declined,1,7,2,46.7,0.275,0,Unrecovered
TXN100781,8231.86,Wallet,authentication_failed,0,18,2,17.7,0.362,0,Unrecovered
TXN100782,3925.88,Card,card_declined,3,3,5,51.7,0.05,0,Unrecovered
TXN100783,5315.65,Card,card_declined,3,17,3,56.0,0.235,0,Unrecovered
TXN100784,2886.83,Card,network_error,1,19,2,48.5,0.62,0,Unrecovered
TXN100785,13644.98,NetBanking,network_error,2,10,4,44.3,0.39,1,Recovered
TXN100786,8833.78,Card,authentication_failed,1,13,2,64.3,0.165,0,Unrecovered
TXN100787,6132.0,Card,network_error,1,17,4,5.8,0.741,1,Recovered
TXN100788,7037.15,UPI,insufficient_funds,0,15,2,23.9,0.38,0,Unrecovered
TXN100789,14219.74,Card,authentication_failed,1,2,4,18.0,0.05,0,Unrecovered
TXN100790,2468.75,UPI,network_error,1,14,2,71.1,0.62,1,Recovered
TXN100791,8875.79,Card,authentication_failed,1,3,2,28.1,0.075,1,Recovered
TXN100792,7686.66,Card,card_declined,0,4,1,52.8,0.385,0,Unrecovered
TXN100793,9249.13,Card,card_declined,3,16,4,49.3,0.21,0,Unrecovered
TXN100794,467.05,UPI,authentication_failed,0,6,4,15.3,0.214,0,Unrecovered
TXN100795,13107.31,UPI,insufficient_funds,1,15,4,17.3,0.234,0,Unrecovered
TXN100796,13995.28,Card,insufficient_funds,1,13,0,20.3,0.314,0,Unrecovered
TXN100797,8563.54,UPI,authentication_failed,1,15,2,29.7,0.222,1,Recovered
TXN100798,10510.13,UPI,network_error,1,6,4,16.9,0.526,0,Unrecovered
TXN100799,13852.91,UPI,upi_timeout,0,8,5,1.5,0.688,1,Recovered
TXN100800,10666.84,Wallet,insufficient_funds,0,3,0,63.3,0.145,0,Unrecovered
TXN100801,2456.73,Card,bank_timeout,1,10,1,69.5,0.595,1,Recovered
TXN100802,8728.64,UPI,card_declined,1,1,4,24.7,0.262,1,Recovered
TXN100803,9178.99,UPI,authentication_failed,0,11,4,24.4,0.243,0,Unrecovered
TXN100804,6476.56,UPI,bank_timeout,1,11,0,0.6,0.832,1,Recovered
TXN100805,11099.11,NetBanking,authentication_failed,1,3,2,49.0,0.05,0,Unrecovered
TXN100806,14028.57,Card,card_declined,1,17,5,59.4,0.295,0,Unrecovered
TXN100807,13898.34,UPI,card_declined,2,6,1,10.6,0.352,1,Recovered
TXN100808,6871.87,UPI,insufficient_funds,0,0,4,11.6,0.192,0,Unrecovered
TXN100809,1875.04,UPI,insufficient_funds,0,12,2,56.9,0.28,0,Unrecovered
TXN100810,14775.63,Card,bank_timeout,2,5,5,44.4,0.29,0,Unrecovered
TXN100811,12615.53,NetBanking,authentication_failed,1,5,5,3.3,0.104,0,Unrecovered
TXN100812,2044.13,UPI,card_declined,1,11,1,44.9,0.41,0,Unrecovered
TXN100813,13828.38,UPI,bank_timeout,2,7,3,22.3,0.458,0,Unrecovered
TXN100814,13074.34,UPI,upi_timeout,2,18,5,26.6,0.482,1,Recovered
TXN100815,7878.32,Wallet,bank_timeout,3,4,3,55.4,0.295,0,Unrecovered
TXN100816,8950.47,UPI,network_error,1,17,5,58.4,0.545,0,Unrecovered
TXN100817,6104.64,NetBanking,bank_timeout,1,4,1,28.9,0.561,1,Recovered
TXN100818,1009.53,Card,network_error,0,9,0,68.2,0.685,1,Recovered
TXN100819,5160.25,UPI,network_error,0,0,1,29.3,0.578,0,Unrecovered
TXN100820,12082.03,UPI,network_error,1,9,1,55.6,0.53,0,Unrecovered
TXN100821,267.56,UPI,upi_timeout,0,4,0,34.9,0.636,1,Recovered
TXN100822,5135.12,Card,bank_timeout,2,11,0,64.6,0.555,1,Recovered
TXN100823,6092.29,NetBanking,bank_timeout,1,6,2,65.4,0.51,0,Unrecovered
TXN100824,8152.99,Card,upi_timeout,1,8,5,6.4,0.633,1,Recovered
TXN100825,13813.78,Card,card_declined,0,11,2,67.4,0.415,1,Recovered
TXN100826,5325.27,UPI,insufficient_funds,0,0,0,59.5,0.15,0,Unrecovered
TXN100827,5334.25,Wallet,bank_timeout,0,10,3,57.0,0.625,1,Recovered
TXN100828,11114.76,NetBanking,insufficient_funds,0,14,3,14.5,0.353,0,Unrecovered
TXN100829,6892.28,UPI,authentication_failed,0,1,1,58.0,0.09,0,Unrecovered
TXN100830,3523.38,Wallet,authentication_failed,1,19,4,61.2,0.12,0,Unrecovered
TXN100831,6895.56,Card,upi_timeout,2,6,1,20.9,0.55,1,Recovered
TXN100832,2283.82,Card,authentication_failed,2,11,1,68.6,0.08,0,Unrecovered
TXN100833,2809.7,Card,authentication_failed,1,17,4,3.7,0.302,1,Recovered
TXN100834,7575.34,NetBanking,card_declined,0,2,5,10.9,0.401,1,Recovered
TXN100835,6399.52,Card,card_declined,2,6,0,38.8,0.286,1,Recovered
TXN100836,13739.63,UPI,card_declined,2,10,3,41.5,0.215,0,Unrecovered
TXN100837,5562.79,UPI,authentication_failed,0,17,1,46.5,0.275,0,Unrecovered
TXN100838,8792.29,Wallet,upi_timeout,1,11,4,1.3,0.729,1,Recovered
TXN100839,9557.14,UPI,network_error,0,5,2,69.2,0.575,0,Unrecovered
TXN100840,392.81,UPI,network_error,2,4,1,3.3,0.608,0,Unrecovered
TXN100841,10020.02,UPI,insufficient_funds,3,0,3,10.4,0.05,0,Unrecovered
TXN100842,2834.11,UPI,network_error,0,11,0,1.1,0.91,1,Recovered
TXN100843,14423.8,Card,network_error,2,10,1,40.9,0.465,0,Unrecovered
TXN100844,2399.36,Wallet,card_declined,1,3,1,67.1,0.29,0,Unrecovered
TXN100845,6335.85,UPI,card_declined,3,17,5,48.0,0.185,0,Unrecovered
TXN100846,1462.26,UPI,authentication_failed,1,3,4,59.2,0.05,0,Unrecovered
TXN100847,14953.74,UPI,insufficient_funds,2,16,2,1.1,0.284,1,Recovered
TXN100848,7631.99,NetBanking,bank_timeout,0,1,2,39.1,0.52,1,Recovered
TXN100849,9011.29,Card,insufficient_funds,0,1,0,33.1,0.2,0,Unrecovered
TXN100850,1191.8,UPI,insufficient_funds,0,11,3,36.0,0.26,0,Unrecovered
TXN100851,11299.16,NetBanking,upi_timeout,3,5,0,5.3,0.508,0,Unrecovered
TXN100852,3305.81,NetBanking,authentication_failed,2,9,1,49.3,0.05,0,Unrecovered
TXN100853,13491.1,NetBanking,upi_timeout,2,15,1,36.3,0.533,0,Unrecovered
TXN100854,3235.27,Wallet,insufficient_funds,3,13,2,55.1,0.055,0,Unrecovered
TXN100855,3021.37,UPI,insufficient_funds,0,6,3,35.0,0.19,0,Unrecovered
TXN100856,739.97,NetBanking,insufficient_funds,0,18,4,10.8,0.396,1,Recovered
TXN100857,7186.06,Card,network_error,0,16,3,46.7,0.675,1,Recovered
TXN100858,8559.21,NetBanking,upi_timeout,0,8,1,12.5,0.782,1,Recovered
TXN100859,1171.55,Card,insufficient_funds,0,12,4,62.8,0.23,1,Recovered
TXN100860,11677.58,NetBanking,card_declined,1,4,3,44.2,0.205,0,Unrecovered
TXN100861,6908.13,Card,authentication_failed,0,4,3,11.4,0.228,0,Unrecovered
TXN100862,7960.5,UPI,authentication_failed,0,9,4,69.3,0.135,0,Unrecovered
TXN100863,6722.73,Card,card_declined,0,9,1,37.4,0.473,1,Recovered
TXN100864,6130.69,Wallet,authentication_failed,0,6,3,5.3,0.288,0,Unrecovered
TXN100865,8482.24,Wallet,network_error,3,14,4,45.2,0.41,0,Unrecovered
TXN100866,2496.71,UPI,network_error,2,6,5,18.3,0.463,0,Unrecovered
TXN100867,2891.72,UPI,bank_timeout,3,14,5,57.9,0.385,0,Unrecovered
TXN100868,12954.29,UPI,bank_timeout,0,2,1,58.9,0.505,0,Unrecovered
TXN100869,14202.45,Card,bank_timeout,0,18,4,70.5,0.6,1,Recovered
TXN100870,5724.35,NetBanking,authentication_failed,2,9,5,36.2,0.05,0,Unrecovered
TXN100871,4206.29,UPI,network_error,0,14,4,32.8,0.686,1,Recovered
TXN100872,9730.84,Card,network_error,0,2,3,54.3,0.505,0,Unrecovered
TXN100873,6248.67,NetBanking,network_error,0,5,1,9.6,0.752,1,Recovered
TXN100874,574.74,Card,card_declined,0,11,5,39.4,0.393,0,Unrecovered
TXN100875,2510.21,Card,network_error,0,14,3,39.4,0.678,1,Recovered
TXN100876,10796.1,Card,card_declined,0,5,0,6.5,0.542,0,Unrecovered
TXN100877,9951.73,Card,bank_timeout,1,12,0,30.2,0.699,1,Recovered
TXN100878,600.05,UPI,bank_timeout,0,18,1,61.5,0.725,0,Unrecovered
TXN100879,3484.41,Card,authentication_failed,0,2,5,61.7,0.05,1,Recovered
TXN100880,3619.14,Card,bank_timeout,2,7,5,7.2,0.534,0,Unrecovered
TXN100881,10143.68,NetBanking,authentication_failed,0,7,5,6.6,0.197,0,Unrecovered
TXN100882,490.74,Card,insufficient_funds,0,19,4,19.0,0.355,0,Unrecovered
TXN100883,1739.91,NetBanking,insufficient_funds,2,14,3,63.0,0.115,0,Unrecovered
TXN100884,12038.56,UPI,upi_timeout,0,3,5,9.4,0.573,0,Unrecovered
TXN100885,2841.64,Card,authentication_failed,0,18,3,51.9,0.225,0,Unrecovered
TXN100886,9860.3,UPI,upi_timeout,1,2,1,7.4,0.638,1,Recovered
TXN100887,3724.34,UPI,upi_timeout,0,12,5,44.9,0.605,0,Unrecovered
TXN100888,1670.83,Card,insufficient_funds,1,7,1,25.7,0.221,0,Unrecovered
TXN100889,3798.19,Wallet,authentication_failed,2,15,5,56.8,0.05,0,Unrecovered
TXN100890,10889.27,UPI,insufficient_funds,0,12,0,16.9,0.396,0,Unrecovered
TXN100891,12864.16,UPI,upi_timeout,1,2,2,46.1,0.4,0,Unrecovered
TXN100892,12487.08,NetBanking,authentication_failed,1,15,1,17.0,0.26,1,Recovered
TXN100893,6077.71,UPI,upi_timeout,0,8,5,51.4,0.545,1,Recovered
TXN100894,10087.33,Card,network_error,1,13,2,62.9,0.565,1,Recovered
TXN100895,3232.97,Card,authentication_failed,0,12,1,9.2,0.409,0,Unrecovered
TXN100896,4537.88,Card,authentication_failed,1,6,4,62.4,0.05,0,Unrecovered
TXN100897,13465.67,UPI,upi_timeout,0,14,5,42.8,0.575,0,Unrecovered
TXN100898,391.44,UPI,network_error,1,6,4,9.2,0.614,1,Recovered
TXN100899,1464.61,NetBanking,card_declined,0,5,0,30.8,0.471,1,Recovered
TXN100900,3275.92,Card,insufficient_funds,2,1,5,11.7,0.05,0,Unrecovered
TXN100901,591.7,UPI,upi_timeout,0,8,0,50.5,0.67,0,Unrecovered
TXN100902,2884.43,NetBanking,authentication_failed,0,16,2,54.7,0.25,0,Unrecovered
TXN100903,8828.6,UPI,insufficient_funds,1,4,1,7.7,0.266,0,Unrecovered
TXN100904,6436.5,Card,insufficient_funds,1,11,3,36.5,0.178,0,Unrecovered
TXN100905,13411.43,UPI,insufficient_funds,1,0,0,58.7,0.05,0,Unrecovered
TXN100906,12297.98,Wallet,card_declined,1,9,3,67.4,0.28,0,Unrecovered
TXN100907,5258.24,UPI,bank_timeout,2,10,3,37.0,0.48,1,Recovered
TXN100908,4038.73,UPI,upi_timeout,2,15,1,68.4,0.565,1,Recovered
TXN100909,5818.83,UPI,bank_timeout,0,13,2,38.6,0.702,0,Unrecovered
TXN100910,8935.96,UPI,bank_timeout,1,7,1,28.4,0.608,1,Recovered
TXN100911,4166.61,NetBanking,bank_timeout,2,16,5,61.1,0.465,0,Unrecovered
TXN100912,9437.03,Wallet,insufficient_funds,3,17,0,35.5,0.133,0,Unrecovered
TXN100913,6258.7,UPI,network_error,2,11,3,34.0,0.51,0,Unrecovered
TXN100914,8369.85,UPI,insufficient_funds,0,16,1,35.4,0.348,0,Unrecovered
TXN100915,6654.11,Card,insufficient_funds,0,13,1,61.0,0.32,1,Recovered
TXN100916,4557.39,NetBanking,authentication_failed,1,15,1,59.9,0.195,1,Recovered
TXN100917,14237.06,Card,authentication_failed,1,13,0,29.1,0.22,1,Recovered
TXN100918,11501.13,UPI,bank_timeout,1,8,2,24.1,0.569,1,Recovered
TXN100919,2272.82,UPI,insufficient_funds,1,3,1,35.5,0.112,0,Unrecovered
TXN100920,13053.19,Card,bank_timeout,2,10,0,41.3,0.49,1,Recovered
TXN100921,7413.47,UPI,authentication_failed,0,5,3,17.2,0.214,0,Unrecovered
TXN100922,13439.27,Card,network_error,2,14,5,57.2,0.415,1,Recovered
TXN100923,12037.66,UPI,upi_timeout,0,4,4,35.1,0.485,0,Unrecovered
TXN100924,6492.59,NetBanking,bank_timeout,0,10,0,24.1,0.78,1,Recovered
TXN100925,531.57,UPI,network_error,1,17,4,7.8,0.731,1,Recovered
TXN100926,4175.69,Card,upi_timeout,2,12,1,17.3,0.658,1,Recovered
TXN100927,8215.73,Card,card_declined,0,10,1,68.4,0.475,0,Unrecovered
TXN100928,9575.11,Card,bank_timeout,0,13,0,22.0,0.835,1,Recovered
TXN100929,4016.0,UPI,bank_timeout,3,17,4,12.2,0.549,0,Unrecovered
TXN100930,2261.61,Card,card_declined,0,18,1,33.2,0.559,1,Recovered
TXN100931,12556.8,Card,card_declined,1,14,3,22.2,0.434,0,Unrecovered
TXN100932,14769.14,Card,bank_timeout,1,8,2,2.6,0.677,1,Recovered
TXN100933,7979.74,Card,card_declined,1,7,2,23.3,0.409,0,Unrecovered
TXN100934,2740.03,Card,insufficient_funds,1,19,1,39.2,0.249,0,Unrecovered
TXN100935,4229.42,NetBanking,upi_timeout,0,0,4,39.8,0.451,1,Recovered
TXN100936,471.2,UPI,upi_timeout,1,3,5,25.7,0.462,1,Recovered
TXN100937,13731.54,NetBanking,upi_timeout,0,13,1,32.3,0.708,1,Recovered
TXN100938,1941.83,Card,insufficient_funds,1,1,5,69.5,0.05,0,Unrecovered
TXN100939,8732.02,UPI,card_declined,0,15,5,27.2,0.489,0,Unrecovered
TXN100940,4255.29,UPI,network_error,1,2,4,18.7,0.507,1,Recovered
TXN100941,8401.39,UPI,card_declined,0,7,5,17.6,0.442,1,Recovered
TXN100942,9840.67,NetBanking,bank_timeout,0,5,3,33.0,0.585,1,Recovered
TXN100943,12480.01,Card,authentication_failed,0,15,4,54.7,0.15,0,Unrecovered
TXN100944,3254.24,NetBanking,upi_timeout,0,15,1,14.9,0.85,1,Recovered
TXN100945,361.75,Card,card_declined,2,6,3,51.1,0.205,0,Unrecovered
TXN100946,2225.04,UPI,network_error,0,12,0,1.6,0.922,1,Recovered
TXN100947,13520.18,UPI,bank_timeout,2,12,2,30.2,0.519,1,Recovered
TXN100948,13133.45,UPI,insufficient_funds,3,4,1,55.9,0.05,0,Unrecovered
TXN100949,9041.31,UPI,insufficient_funds,1,19,1,24.5,0.322,1,Recovered
TXN100950,9087.25,UPI,network_error,0,17,1,40.6,0.725,1,Recovered
TXN100951,10042.21,UPI,bank_timeout,0,14,3,14.8,0.751,1,Recovered
TXN100952,2794.67,Card,upi_timeout,2,17,0,53.4,0.59,0,Unrecovered
TXN100953,13733.21,Card,card_declined,0,1,4,3.9,0.396,1,Recovered
TXN100954,6397.22,Wallet,bank_timeout,0,9,0,61.4,0.685,1,Recovered
TXN100955,5869.83,Wallet,insufficient_funds,1,12,3,14.4,0.303,0,Unrecovered
TXN100956,7879.5,Card,network_error,2,17,1,63.0,0.565,0,Unrecovered
TXN100957,894.14,UPI,network_error,2,14,2,25.4,0.613,1,Recovered
