transaction_id,amount,payment_method,failure_reason,previous_attempts,recovery_probability,recommended_action,diagnosis,decision_reason,recovered,recovered_amount,simulation_note
TXN100548,7900.07,UPI,bank_timeout,1,0.785,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7900.07,Synthetic outcome; no real payment was processed.
TXN100549,11630.08,Card,bank_timeout,0,0.763,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100550,7897.94,Wallet,authentication_failed,1,0.032,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100551,12812.14,Card,upi_timeout,0,0.625,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100552,8367.77,NetBanking,card_declined,1,0.684,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100553,8501.44,NetBanking,card_declined,0,0.45,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100554,13174.35,UPI,bank_timeout,0,0.913,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100555,6170.95,UPI,network_error,0,0.292,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100556,2182.56,Card,insufficient_funds,0,0.163,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,2182.56,Synthetic outcome; no real payment was processed.
TXN100557,625.01,UPI,network_error,1,0.772,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,625.01,Synthetic outcome; no real payment was processed.
TXN100558,11375.79,NetBanking,network_error,1,0.433,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100559,9380.2,Wallet,authentication_failed,1,0.056,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100560,10620.08,UPI,bank_timeout,0,0.882,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,10620.08,Synthetic outcome; no real payment was processed.
TXN100561,3351.08,UPI,bank_timeout,0,0.667,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,3351.08,Synthetic outcome; no real payment was processed.
TXN100562,2217.43,NetBanking,bank_timeout,0,0.351,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,2217.43,Synthetic outcome; no real payment was processed.
TXN100563,414.28,UPI,authentication_failed,0,0.632,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,414.28,Synthetic outcome; no real payment was processed.
TXN100564,5388.05,NetBanking,upi_timeout,2,0.786,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5388.05,Synthetic outcome; no real payment was processed.
TXN100565,8930.37,UPI,network_error,0,0.335,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100566,6004.6,Card,authentication_failed,0,0.262,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100567,6674.07,UPI,card_declined,0,0.487,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100568,13581.45,Card,insufficient_funds,0,0.165,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100569,5353.53,Card,upi_timeout,1,0.709,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5353.53,Synthetic outcome; no real payment was processed.
TXN100570,7806.56,Card,card_declined,1,0.532,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100571,11797.85,UPI,network_error,0,0.615,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100572,6068.23,Card,bank_timeout,0,0.875,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,6068.23,Synthetic outcome; no real payment was processed.
TXN100573,9406.51,NetBanking,network_error,0,0.615,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100574,12962.85,UPI,authentication_failed,0,0.288,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100575,14252.85,UPI,insufficient_funds,0,0.065,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100576,2375.83,UPI,authentication_failed,3,0.09,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100577,13913.42,Card,upi_timeout,1,0.632,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100578,7482.81,Card,upi_timeout,1,0.783,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7482.81,Synthetic outcome; no real payment was processed.
TXN100579,4021.28,Card,insufficient_funds,0,0.585,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100580,6994.67,UPI,card_declined,0,0.296,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100581,14704.46,UPI,card_declined,1,0.254,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100582,7490.24,Card,upi_timeout,1,0.25,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100583,5064.85,Card,upi_timeout,1,0.831,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5064.85,Synthetic outcome; no real payment was processed.
TXN100584,9573.97,Wallet,bank_timeout,0,0.859,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9573.97,Synthetic outcome; no real payment was processed.
TXN100585,3753.4,UPI,card_declined,1,0.598,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,3753.4,Synthetic outcome; no real payment was processed.
TXN100586,1321.85,Card,insufficient_funds,0,0.452,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1321.85,Synthetic outcome; no real payment was processed.
TXN100587,2106.55,UPI,card_declined,2,0.288,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100588,2094.21,UPI,bank_timeout,1,0.845,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2094.21,Synthetic outcome; no real payment was processed.
TXN100589,2447.31,Card,authentication_failed,1,0.617,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100590,2253.78,Card,upi_timeout,0,0.853,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2253.78,Synthetic outcome; no real payment was processed.
TXN100591,9684.59,Wallet,upi_timeout,1,0.82,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9684.59,Synthetic outcome; no real payment was processed.
TXN100592,2891.01,UPI,bank_timeout,0,0.703,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2891.01,Synthetic outcome; no real payment was processed.
TXN100593,5315.22,UPI,insufficient_funds,0,0.504,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100594,13472.37,Card,upi_timeout,0,0.874,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100595,7214.11,Card,network_error,1,0.818,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,7214.11,Synthetic outcome; no real payment was processed.
TXN100596,10079.52,UPI,upi_timeout,0,0.341,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100597,2749.51,UPI,network_error,0,0.718,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,2749.51,Synthetic outcome; no real payment was processed.
TXN100598,3045.07,UPI,bank_timeout,2,0.316,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100599,803.9,NetBanking,bank_timeout,0,0.821,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,803.9,Synthetic outcome; no real payment was processed.
TXN100600,2699.41,UPI,upi_timeout,1,0.632,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2699.41,Synthetic outcome; no real payment was processed.
TXN100601,4322.42,UPI,card_declined,0,0.271,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100602,2818.93,UPI,network_error,0,0.364,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,2818.93,Synthetic outcome; no real payment was processed.
TXN100603,1511.89,UPI,insufficient_funds,2,0.129,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100604,1984.53,UPI,upi_timeout,0,0.796,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1984.53,Synthetic outcome; no real payment was processed.
TXN100605,7018.99,Card,insufficient_funds,1,0.628,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100606,3252.95,UPI,upi_timeout,1,0.724,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,3252.95,Synthetic outcome; no real payment was processed.
TXN100607,5590.56,NetBanking,card_declined,1,0.704,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,5590.56,Synthetic outcome; no real payment was processed.
TXN100608,7650.08,UPI,card_declined,1,0.296,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100609,10417.53,Card,card_declined,0,0.314,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100610,780.86,NetBanking,authentication_failed,0,0.153,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,780.86,Synthetic outcome; no real payment was processed.
TXN100611,12031.07,Card,card_declined,1,0.392,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100612,9492.55,Card,bank_timeout,1,0.869,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9492.55,Synthetic outcome; no real payment was processed.
TXN100613,1409.12,UPI,bank_timeout,2,0.452,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,1409.12,Synthetic outcome; no real payment was processed.
TXN100614,13128.84,UPI,authentication_failed,2,0.106,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100615,13828.83,Card,network_error,2,0.77,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100616,1103.01,Wallet,insufficient_funds,1,0.176,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,1103.01,Synthetic outcome; no real payment was processed.
TXN100617,4297.07,Card,upi_timeout,0,0.285,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100618,12131.59,Card,upi_timeout,2,0.148,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100619,11273.99,Card,authentication_failed,1,0.177,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100620,2930.1,Card,bank_timeout,0,0.763,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2930.1,Synthetic outcome; no real payment was processed.
TXN100621,3297.58,UPI,upi_timeout,2,0.634,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,3297.58,Synthetic outcome; no real payment was processed.
TXN100622,5682.36,Card,bank_timeout,2,0.405,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,5682.36,Synthetic outcome; no real payment was processed.
TXN100623,7370.42,Wallet,network_error,1,0.297,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100624,9349.79,UPI,insufficient_funds,0,0.341,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100625,5659.29,Card,network_error,0,0.314,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100626,7044.98,UPI,authentication_failed,2,0.037,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100627,11262.32,Card,card_declined,2,0.318,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100628,741.95,UPI,card_declined,0,0.57,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,741.95,Synthetic outcome; no real payment was processed.
TXN100629,3935.32,Card,card_declined,0,0.386,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,3935.32,Synthetic outcome; no real payment was processed.
TXN100630,10757.29,NetBanking,network_error,2,0.622,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100631,13448.96,UPI,upi_timeout,0,0.839,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100632,7772.34,Card,insufficient_funds,1,0.188,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100633,8074.81,NetBanking,card_declined,3,0.133,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100634,1785.25,Wallet,authentication_failed,0,0.084,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,1785.25,Synthetic outcome; no real payment was processed.
TXN100635,6821.15,UPI,authentication_failed,1,0.209,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100636,8082.27,UPI,card_declined,0,0.29,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100637,3787.81,UPI,card_declined,0,0.234,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100638,4184.07,Wallet,insufficient_funds,2,0.135,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100639,5783.18,Wallet,card_declined,0,0.147,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100640,496.07,Card,insufficient_funds,3,0.183,STOP,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100641,4966.09,NetBanking,authentication_failed,1,0.241,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100642,3328.64,Card,card_declined,0,0.338,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100643,5046.29,Card,network_error,0,0.405,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,5046.29,Synthetic outcome; no real payment was processed.
TXN100644,1971.6,UPI,network_error,0,0.401,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,1971.6,Synthetic outcome; no real payment was processed.
TXN100645,13379.69,NetBanking,authentication_failed,0,0.725,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100646,8984.76,UPI,insufficient_funds,0,0.109,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100647,10250.39,NetBanking,network_error,0,0.359,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100648,11879.52,NetBanking,insufficient_funds,1,0.133,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100649,7576.44,Card,network_error,1,0.29,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100650,1485.51,UPI,network_error,1,0.658,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,1485.51,Synthetic outcome; no real payment was processed.
TXN100651,8148.71,UPI,insufficient_funds,1,0.08,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100652,8884.84,UPI,upi_timeout,0,0.766,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,8884.84,Synthetic outcome; no real payment was processed.
TXN100653,11232.25,UPI,network_error,0,0.379,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100654,6587.99,UPI,card_declined,1,0.347,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100655,2087.32,Wallet,authentication_failed,1,0.111,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,2087.32,Synthetic outcome; no real payment was processed.
TXN100656,4399.17,Card,upi_timeout,0,0.802,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4399.17,Synthetic outcome; no real payment was processed.
TXN100657,5572.98,UPI,insufficient_funds,2,0.187,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100658,9759.22,UPI,upi_timeout,2,0.757,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100659,8647.09,UPI,bank_timeout,1,0.86,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,8647.09,Synthetic outcome; no real payment was processed.
TXN100660,5469.59,Card,bank_timeout,0,0.771,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5469.59,Synthetic outcome; no real payment was processed.
TXN100661,14800.41,Card,network_error,2,0.458,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100662,9165.07,Wallet,network_error,1,0.521,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100663,3710.19,Card,card_declined,2,0.535,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,3710.19,Synthetic outcome; no real payment was processed.
TXN100664,1705.48,Wallet,authentication_failed,2,0.046,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100665,2461.47,NetBanking,upi_timeout,2,0.761,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2461.47,Synthetic outcome; no real payment was processed.
TXN100666,3839.42,UPI,bank_timeout,1,0.828,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,3839.42,Synthetic outcome; no real payment was processed.
TXN100667,2577.25,Wallet,network_error,0,0.833,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,2577.25,Synthetic outcome; no real payment was processed.
TXN100668,2960.38,UPI,authentication_failed,1,0.157,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100669,4418.69,NetBanking,upi_timeout,1,0.747,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4418.69,Synthetic outcome; no real payment was processed.
TXN100670,2765.1,UPI,network_error,1,0.515,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,2765.1,Synthetic outcome; no real payment was processed.
TXN100671,13472.03,NetBanking,network_error,0,0.773,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100672,1386.54,NetBanking,bank_timeout,0,0.822,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1386.54,Synthetic outcome; no real payment was processed.
TXN100673,7962.29,NetBanking,bank_timeout,2,0.845,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7962.29,Synthetic outcome; no real payment was processed.
TXN100674,6273.28,NetBanking,network_error,1,0.448,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,6273.28,Synthetic outcome; no real payment was processed.
TXN100675,14739.19,UPI,insufficient_funds,2,0.311,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100676,1857.29,UPI,network_error,2,0.355,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,1857.29,Synthetic outcome; no real payment was processed.
TXN100677,6087.66,UPI,authentication_failed,1,0.191,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100678,14548.13,UPI,network_error,1,0.731,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100679,13009.37,Card,card_declined,2,0.334,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100680,12292.48,UPI,card_declined,1,0.54,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100681,4016.22,Wallet,card_declined,1,0.736,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,4016.22,Synthetic outcome; no real payment was processed.
TXN100682,2728.31,Card,insufficient_funds,0,0.588,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,2728.31,Synthetic outcome; no real payment was processed.
TXN100683,10095.59,NetBanking,insufficient_funds,1,0.127,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100684,13954.69,UPI,network_error,1,0.836,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
