timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T20:35:52,TXN100059,0.342,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:52,TXN100060,0.632,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,5951.81
2026-09-04T20:35:52,TXN100061,0.308,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:52,TXN100062,0.533,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:52,TXN100063,0.154,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:52,TXN100064,0.641,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4357.11
2026-09-04T20:35:52,TXN100065,0.302,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:52,TXN100066,0.247,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:52,TXN100067,0.832,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:52,TXN100068,0.197,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Recovered,1302.42
2026-09-04T20:35:52,TXN100069,0.813,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:52,TXN100070,0.784,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:52,TXN100071,0.569,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,3140.19
2026-09-04T20:35:52,TXN100072,0.038,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:52,TXN100073,0.149,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:52,TXN100074,0.04,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:52,TXN100075,0.16,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:52,TXN100076,0.85,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:52,TXN100077,0.096,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:52,TXN100078,0.512,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,5504.65
2026-09-04T20:35:52,TXN100079,0.779,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1913.98
2026-09-04T20:35:53,TXN100080,0.13,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100081,0.191,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100082,0.78,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5096.62
2026-09-04T20:35:53,TXN100083,0.259,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Recovered,1139.73
2026-09-04T20:35:53,TXN100084,0.587,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100085,0.619,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100086,0.312,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100087,0.416,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100088,0.356,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100089,0.78,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,7188.25
2026-09-04T20:35:53,TXN100090,0.174,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Recovered,1969.11
2026-09-04T20:35:53,TXN100091,0.587,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100092,0.271,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100093,0.301,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100094,0.306,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100095,0.454,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100096,0.403,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100097,0.322,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:53,TXN100098,0.854,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,575.23
2026-09-04T20:35:53,TXN100099,0.063,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100100,0.257,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100101,0.05,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100102,0.636,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4851.78
2026-09-04T20:35:53,TXN100103,0.092,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100104,0.732,Temporary network issue. A controlled retry is appropriate.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100105,0.136,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100106,0.694,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,6273.08
2026-09-04T20:35:53,TXN100107,0.816,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100108,0.232,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100109,0.615,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1338.38
2026-09-04T20:35:53,TXN100110,0.749,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4487.61
2026-09-04T20:35:53,TXN100111,0.808,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,2585.24
2026-09-04T20:35:53,TXN100112,0.179,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100113,0.828,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100114,0.126,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100115,0.536,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100116,0.202,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100117,0.806,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2960.42
2026-09-04T20:35:53,TXN100118,0.078,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100119,0.206,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100120,0.363,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100121,0.853,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100122,0.058,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100123,0.616,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,1827.88
2026-09-04T20:35:53,TXN100124,0.7,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,3572.67
2026-09-04T20:35:53,TXN100125,0.116,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100126,0.859,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100127,0.296,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100128,0.733,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100129,0.164,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100130,0.204,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100131,0.253,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:53,TXN100132,0.561,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,1973.13
2026-09-04T20:35:53,TXN100133,0.553,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,5196.04
2026-09-04T20:35:53,TXN100134,0.306,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:53,TXN100135,0.498,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4982.73
2026-09-04T20:35:53,TXN100136,0.094,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100137,0.626,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100138,0.603,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5581.08
2026-09-04T20:35:53,TXN100139,0.22,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:53,TXN100140,0.77,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:53,TXN100141,0.376,Temporary network issue. A controlled retry is appropriate.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100142,0.159,Temporary network issue. A controlled retry is appropriate.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100143,0.713,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,4652.3
2026-09-04T20:35:53,TXN100144,0.205,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:53,TXN100145,0.642,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Recovered,744.96
2026-09-04T20:35:53,TXN100146,0.115,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100147,0.796,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,7639.15
2026-09-04T20:35:53,TXN100148,0.853,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,960.94
2026-09-04T20:35:53,TXN100149,0.634,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100150,0.69,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100151,0.561,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:53,TXN100152,0.308,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:53,TXN100153,0.796,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,7443.39
2026-09-04T20:35:53,TXN100154,0.166,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:53,TXN100155,0.201,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:53,TXN100156,0.554,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:53,TXN100157,0.226,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:54,TXN100158,0.21,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100159,0.199,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:54,TXN100160,0.364,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,5642.56
2026-09-04T20:35:54,TXN100161,0.887,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,9557.76
2026-09-04T20:35:54,TXN100162,0.579,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100163,0.698,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,8129.0
2026-09-04T20:35:54,TXN100164,0.587,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,1535.38
2026-09-04T20:35:54,TXN100165,0.385,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100166,0.413,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4946.87
2026-09-04T20:35:54,TXN100167,0.285,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,2959.66
2026-09-04T20:35:54,TXN100168,0.077,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,802.51
2026-09-04T20:35:54,TXN100169,0.097,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100170,0.14,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100171,0.278,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:54,TXN100172,0.764,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,7778.49
2026-09-04T20:35:54,TXN100173,0.594,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,3551.36
2026-09-04T20:35:54,TXN100174,0.224,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:54,TXN100175,0.122,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:54,TXN100176,0.703,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100177,0.57,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,5923.07
2026-09-04T20:35:54,TXN100178,0.745,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100179,0.669,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2234.45
2026-09-04T20:35:54,TXN100180,0.139,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100181,0.727,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,1878.52
2026-09-04T20:35:54,TXN100182,0.057,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:54,TXN100183,0.41,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100184,0.556,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4016.79
2026-09-04T20:35:54,TXN100185,0.05,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100186,0.211,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100187,0.648,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100188,0.655,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100189,0.766,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,3778.66
2026-09-04T20:35:54,TXN100190,0.81,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1577.01
2026-09-04T20:35:54,TXN100191,0.321,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:54,TXN100192,0.756,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100193,0.785,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,9569.53
2026-09-04T20:35:54,TXN100194,0.311,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:54,TXN100195,0.695,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5367.65
2026-09-04T20:35:54,TXN100196,0.097,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100197,0.133,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100198,0.184,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100199,0.053,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100200,0.453,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100201,0.298,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:54,TXN100202,0.737,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,2591.27
2026-09-04T20:35:54,TXN100203,0.905,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100204,0.363,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100205,0.332,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:54,TXN100206,0.401,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Recovered,1700.88
2026-09-04T20:35:54,TXN100207,0.08,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100208,0.099,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,273.92
2026-09-04T20:35:54,TXN100209,0.072,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100210,0.253,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:54,TXN100211,0.35,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100212,0.328,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:54,TXN100213,0.757,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,3518.41
2026-09-04T20:35:54,TXN100214,0.162,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:54,TXN100215,0.38,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100216,0.263,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:54,TXN100217,0.258,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:54,TXN100218,0.87,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,9814.22
2026-09-04T20:35:54,TXN100219,0.8,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100220,0.047,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100221,0.217,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100222,0.677,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1585.48
